timestamp,pdf_id,pdf_nombre,A_humano,B_humano,C_humano,D_humano,notas,A_ia,B_ia,C_ia,veredicto_ia,revisor
2026-04-29T18:25:00.788Z,56,00673_Revista_Andina_de_Educación_2026.pdf,1,1,1,FF con reconocimiento,"Muestreo no probabilístico (conveniencia) con extrapolación a población mayor, aunque se reconoce la limitación del muestreo.",1,1,0,Debilidad importante,gemini_v2
2026-04-29T18:25:00.962Z,74,00867_Marine_and_Fishery_Sciences_2025.pdf,1,1,1,FF con reconocimiento,"Muestreo de conveniencia (desembarques) y extrapolación a la población de peces, aunque se advierte sobre el tamaño limitado de la muestra.",1,1,1,FF con reconocimiento,gemini_v2
2026-04-29T18:43:20.440Z,1,00033_Praxis_Educativa_2025.pdf,1,0,1,Debilidad importante,Estudio cuali-cuantitativo de geneacuteros textuales en universidades del Ecuador. Sin descripcion metodologica clara. Conclusiones sobre tipologias de actividades de escritura sin pretension inferencial fuerte.,1,0,1,FF clasica,claude
2026-04-29T18:43:20.563Z,2,00057_RIA_Revista_Investigaciones_Ag_2022.pdf,0,0,0,Sin falla relevante,Prospeccion fitopatologica de cancro bacteriano en 60 invernaderos del CHP. Conclusiones acotadas a la zona estudiada. Caso tipico de monitoreo agricola de campo donde el muestreo de invernaderos es el estandar y las recomendaciones son operativas para productores locales.,1,0,1,FF clasica,claude
2026-04-29T18:43:20.760Z,3,00066_Revista_Argentina_de_Antropolo_2021.pdf,1,0,1,Debilidad importante,Presion arterial en 2268 escolares de centros comunales periurbanos La Plata. Sin descripcion explicita de aleatorizacion. Reporta prevalencias y conclusiones por region. El alcance esta acotado pero el lenguaje generaliza al periurbano.,1,0,1,FF clasica,claude
2026-04-29T18:43:20.970Z,4,00068_Revista_Argentina_de_Antropolo_2020.pdf,1,0,1,FF clasica,Malnutricion en 3696 escolares periurbano La Plata. Sin aleatorizacion explicita. La conclusion sobre paradoja nutricional generaliza al entorno productivo periurbano de la ciudad.,1,1,1,FF con reconocimiento,claude
2026-04-29T18:43:21.173Z,5,00069_Revista_Argentina_de_Antropolo_2019.pdf,0,0,0,No evaluable,Estudio demografico-genetico de matrices maritales en 11 poblaciones de Salta. No es un estudio inferencial poblacional clasico humano: usa modelos de aislamiento por distancia y migracion. Cae fuera del universo de auditoria de muestreo inferencial epidemiologico-social.,1,0,0,Debilidad importante,claude
2026-04-29T18:43:21.360Z,6,00092_Acta_Scientiarum_Animal_Scienc_2025.pdf,1,0,1,FF clasica,Encuesta online voluntaria sobre dieta BARF en perros. n=100 cuestionarios autoseleccionados sin marco probabilistico. Generaliza efectos positivos del BARF sin advertir el sesgo de autoseleccion.,1,1,0,Debilidad importante,claude
2026-04-29T18:43:21.549Z,7,00093_Acta_Scientiarum_Animal_Scienc_2025.pdf,0,0,0,No evaluable,NGS-16Sr-RNA sobre microflora vaginal de yeguas. Estudio microbiologico-biologico con conclusion sobre composicion bacteriana por raza. Fuera del universo de auditoria muestreo inferencial humano/social. Cae explicitamente en la exclusion 'estudios traslacionales con muestras de laboratorio cuya conclusion principal es biologica'.,1,0,1,FF clasica,claude
2026-04-29T18:43:21.749Z,8,00097_Acta_Scientiarum_Animal_Scienc_2023.pdf,0,0,0,No evaluable,Diagnostico microbiologico de mastitis en 161 vacas de 10 propiedades de Para. Estudio veterinario aplicado de campo agropecuario. Conclusiones acotadas a las propiedades estudiadas. Cae en 'estudios ecologicos/agropecuarios donde el muestreo es el estandar del campo'.,1,0,1,FF clasica,claude
2026-04-29T18:43:21.942Z,9,00101_Arquivo_Brasileiro_de_Medicina_2026.pdf,0,0,0,Sin falla relevante,Ensayo clinico aleatorizado doble ciego placebo-controlado de venlafaxina en 20 gatos. Asignacion aleatoria a tratamiento/placebo. Diseno experimental valido. Conclusiones acotadas a la poblacion clinica del estudio.,1,1,1,FF con reconocimiento,claude
2026-04-29T18:43:22.168Z,43,00529_Cuadernos_de_Geografía_Revista_2023.pdf,1,0,1,Debilidad importante,Modelo econometrico logit sobre violencia fisica contra mujeres en Bogota durante el confinamiento covid-19. Usa registros de denuncias y variables socioeconomicas. Hace inferencias probabilisticas extrapolables a Bogota. La calidad inferencial depende de si los registros son censales o muestrales.,1,1,1,FF con reconocimiento,claude
2026-04-29T18:43:22.370Z,56,00673_Revista_Andina_de_Educación_2026.pdf,1,0,1,FF clasica,Encuesta UTAUT a 550 docentes universitarios sobre adopcion de IA generativa. Sin descripcion de aleatorizacion. Generaliza conclusiones sobre 'higher education' a partir de muestra autoseleccionada de profesores que respondieron la encuesta.,1,1,0,Debilidad importante,claude
2026-04-29T18:43:22.578Z,74,00867_Marine_and_Fishery_Sciences_2025.pdf,0,0,0,No evaluable,"Estudio genetico-poblacional con mtDNA del lenguado X. rasilis en Atlantico Sudoccidental. Analisis filogeografico de 18 haplotipos. Estudio biologico-evolutivo, no inferencia poblacional epidemiologica humana o social. Cae en exclusion del prompt v4.1.",1,1,1,FF con reconocimiento,claude
2026-04-29T18:56:21.928Z,10,00102_Arquivo_Brasileiro_de_Medicina_2026.pdf,0,0,1,Sin falla relevante,,1,0,0,Debilidad importante,DIEGO MEZA
2026-04-29T19:01:22.652Z,90,00990_Anais_da_Academia_Brasileira_d_2024.pdf,0,0,1,Sin falla relevante,,1,0,1,FF clasica,DIEGO MEZA
2026-04-29T19:07:42.342Z,58,00676_Revista_Andina_de_Educación_2025.pdf,1,1,1,FF con reconocimiento,,1,0,1,FF clasica,DIEGO MEZA
2026-04-29T19:11:14.206Z,68,00838_FACES_2024.pdf,1,0,1,FF clasica,,1,0,1,FF clasica,DIEGO MEZA
2026-04-29T19:16:01.814Z,87,00962_Agrombiente_On-line_2024.pdf,1,0,1,FF clasica,,1,0,1,FF clasica,DIEGO MEZA
2026-04-30T15:15:20.678Z,1,00033_Praxis_Educativa_2025.pdf,0,0,0,No evaluable,No computar en concordancia hasta recuperar texto/PDF articulo completo.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:21.420Z,2,00057_RIA_Revista_Investigaciones_Ag_2022.pdf,1,0,1,FF clasica,Prospeccion no probabilistica con lectura regional.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:21.625Z,3,00066_Revista_Argentina_de_Antropolo_2021.pdf,1,0,1,FF clasica,Inferencia sanitaria territorial desde muestra escolar sin marco probabilistico explicito.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:22.612Z,4,00068_Revista_Argentina_de_Antropolo_2020.pdf,1,0,1,FF clasica,"Aunque es una base grande, no hay evidencia de diseno probabilistico.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:22.802Z,5,00069_Revista_Argentina_de_Antropolo_2019.pdf,0,0,0,Sin falla relevante,Censo/registro local; no cae en falla de muestreo no probabilistico.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:25.525Z,6,00092_Acta_Scientiarum_Animal_Scienc_2025.pdf,1,1,0,Debilidad importante,"Muestreo voluntario, pero extrapolacion limitada y reconocida.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:25.737Z,7,00093_Acta_Scientiarum_Animal_Scienc_2025.pdf,1,1,0,Debilidad importante,IA parece convertir descripcion microbiologica en inferencia poblacional; no lo veo como A&C.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:25.920Z,8,00097_Acta_Scientiarum_Animal_Scienc_2023.pdf,1,0,1,FF clasica,Seleccion dirigida de propiedades con lectura regional.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:26.088Z,9,00101_Arquivo_Brasileiro_de_Medicina_2026.pdf,0,0,0,Sin falla relevante,No debe codificarse como falla de muestreo no probabilistico; es estudio experimental pequeno.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:26.264Z,10,00102_Arquivo_Brasileiro_de_Medicina_2026.pdf,1,0,1,FF clasica,Aqui discrepo de IA: hay inferencia relacional general sobre vacas desde seleccion no probabilistica.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:26.447Z,11,00109_Arquivo_Brasileiro_de_Medicina_2023.pdf,1,1,1,FF con reconocimiento,"Aunque hay calculo muestral, la adhesion voluntaria de granjas rompe base probabilistica.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:26.616Z,12,00110_Arquivo_Brasileiro_de_Medicina_2023.pdf,0,1,1,Debilidad importante,"Hay posible sesgo operativo, pero no A de muestreo no probabilistico.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:26.795Z,13,00131_Ciência_Animal_Brasileira_2025.pdf,0,0,0,Sin falla relevante,Caso retrospectivo clinico; no corresponde A&C aunque haya porcentajes.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:26.958Z,14,00132_Ciência_Animal_Brasileira_2025.pdf,0,0,0,Sin falla relevante,"Estudio animal controlado, no muestreo poblacional.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:27.145Z,15,00137_Ciência_Animal_Brasileira_2023.pdf,0,1,0,Sin falla relevante,Serie clinico-patologica retrospectiva; no A&C.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:27.306Z,16,00138_Ciência_Animal_Brasileira_2023.pdf,0,0,0,Sin falla relevante,Estudio experimental animal; no falla por muestreo poblacional.,1,1,0,Sin falla relevante,codex_gpt
2026-04-30T15:15:27.485Z,17,00140_Ciência_Animal_Brasileira_2023.pdf,1,0,1,FF clasica,Encuesta seroepidemiologica regional desde muestra no probabilistica.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:27.656Z,18,00158_Ensaio_2024.pdf,1,1,1,FF con reconocimiento,Convenience sample con conclusiones comparativas por pais/genero.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:29.190Z,19,00200_Horizonte_2021.pdf,1,1,0,No evaluable,No deberia integrar denominador auditable como falla A&C; es articulo teorico-interpretativo con datos secundarios/previos.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:29.583Z,20,00253_Ornamental_Horticulture_2025.pdf,0,0,0,Sin falla relevante,Hay muestra aleatoria declarada y alcance local de diseno.,1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:29.767Z,21,00257_Ornamental_Horticulture_2024.pdf,1,0,1,FF clasica,Encuesta online no probabilistica con perfilamiento de consumidores.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:29.940Z,22,00296_Revista_Brasileira_de_Agroecol_2024.pdf,1,0,1,FF clasica,Muestra pequena no probabilistica con lectura municipal/cadena productiva.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:30.102Z,23,00297_Revista_Brasileira_de_Agroecol_2024.pdf,1,1,0,No evaluable,No es inferencia estadistica poblacional; IA parece penalizar muestreo cualitativo intencional.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:30.288Z,24,00313_Revista_Brasileira_de_Engenhar_2024.pdf,1,1,0,Debilidad importante,"Intervencion local; debilidad posible, pero no A&C fuerte.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:30.532Z,25,00319_Revista_Brasileira_de_Engenhar_2022.pdf,1,0,1,FF clasica,Generaliza eficiencia productiva desde dos unidades seleccionadas.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:30.840Z,26,00343_Revista_Brasileira_de_Saúde_e_2025.pdf,1,1,1,FF con reconocimiento,Conveniencia hospitalaria con inferencia regional.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:31.009Z,27,00345_Revista_Brasileira_de_Saúde_e_2024.pdf,1,0,1,FF clasica,Lectura regional desde propiedades no probabilisticas.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:31.226Z,28,00349_Revista_Brasileira_de_Saúde_e_2023.pdf,0,0,1,Debilidad importante,No cumple A; por tanto no es falla fuerte A&C.,0,0,1,Sin falla relevante,codex_gpt
2026-04-30T15:15:31.400Z,29,00350_Revista_Brasileira_de_Saúde_e_2023.pdf,1,0,1,FF clasica,"Cobertura parcial relevante, pero no probabilistica y con lectura estatal.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:31.608Z,30,00351_Revista_Brasileira_de_Zootecni_2022.pdf,1,0,1,FF clasica,Comparacion inferencial de razas desde animales seleccionados.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:32.080Z,31,00354_Revista_Brasileira_de_Zootecni_2018.pdf,1,0,1,FF clasica,"Intento cercano a censo de asociación, pero la baja respuesta voluntaria introduce autoselección; mantiene inferencia al sistema productivo.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:32.238Z,32,00355_Revista_Brasileira_de_Zootecni_2018.pdf,0,0,0,Sin falla relevante,No corresponde marcar A&C: el problema central no es extrapolación desde muestra no probabilística sino análisis de registros de concursos.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:32.431Z,33,00357_Revista_Brasileira_de_Zootecni_2016.pdf,0,0,0,Sin falla relevante,Diseño experimental animal; no encaja en la falla A&C de encuesta/muestreo humano no probabilístico.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:32.591Z,34,00359_Revista_Brasileira_de_Zootecni_2014.pdf,0,0,0,Sin falla relevante,No hay encuesta o muestreo no probabilístico con extrapolación poblacional.,0,0,1,Sin falla relevante,codex_gpt
2026-04-30T15:15:32.769Z,35,00473_Sophia_Austral_2026.pdf,1,0,1,FF clasica,No se documenta selección probabilística; los resultados se proyectan a la comunidad facultativa.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:32.943Z,36,00474_Sophia_Austral_2025.pdf,1,1,1,FF con reconocimiento,"Aunque reconoce la limitación de tamaño muestral, sí combina muestra acotada con inferencias/recomendaciones amplias.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:33.113Z,37,00476_Sophia_Austral_2025.pdf,1,1,0,Debilidad importante,"Hay A, pero no veo C suficientemente fuerte para clasificar A&C.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:33.287Z,38,00479_Sophia_Austral_2025.pdf,1,0,1,FF clasica,"La IA lo dejó pasar, pero el texto declara explícitamente muestra no probabilística y generaliza al perfil docente institucional.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:33.456Z,39,00504_Ciencia_y_Tecnología_Agropecua_2024.pdf,1,0,1,FF clasica,Base local no probabilística con inferencia a desempeño de genotipos; A&C razonable.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:33.621Z,40,00507_Ciencia_y_Tecnología_Agropecua_2023.pdf,1,0,1,FF clasica,"Aunque usa registros de faena, la inferencia sanitaria se proyecta al área de influencia; la selección depende de animales faenados en ese centro y periodo.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:34.210Z,41,00509_Ciencia_y_Tecnología_Agropecua_2023.pdf,1,0,1,FF clasica,"Hay cálculo de tamaño muestral, pero no procedimiento probabilístico de selección; las conclusiones se proyectan al cantón.",0,0,1,Debilidad importante,codex_gpt
2026-04-30T15:15:34.372Z,42,00523_Cuadernos_de_Geografía_Revista_2024.pdf,1,0,1,FF clasica,Caso mixto con datos de encuesta no probabilística usados para caracterizar población barrial/política pública.,1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:34.571Z,43,00529_Cuadernos_de_Geografía_Revista_2023.pdf,0,0,0,Sin falla relevante,"Puede tener límites de subregistro, pero no es la falla A&C definida: no hay muestreo no probabilístico de participantes con extrapolación.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:34.764Z,44,00557_Mundo_Amazónico_2024.pdf,0,0,0,No evaluable,"No aplicable a A&C; Gemini parece haber castigado extrapolación temática, pero el texto incluso advierte límites de representatividad.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:34.958Z,45,00561_Papeles_2026.pdf,1,1,1,FF con reconocimiento,"Reconoce limitaciones, pero mantiene afirmaciones de efectividad transferibles desde una muestra voluntaria de aula.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:35.159Z,46,00569_Papeles_2024.pdf,1,1,1,FF con reconocimiento,"Muestra de aula muy localizada con extrapolación pedagógica amplia, aunque se advierten limitaciones.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:35.333Z,47,00570_Papeles_2024.pdf,1,0,0,Debilidad importante,"Hay muestra escolar no probabilística, pero el encuadre explícito como estudio de caso reduce C; no clasifico A&C fuerte.",1,0,0,Debilidad importante,codex_gpt
2026-04-30T15:15:35.529Z,48,00593_Revista_Colombiana_de_Educació_2024.pdf,1,0,1,FF clasica,A explícita y conclusiones sobre constructos estudiantiles más allá del grupo intacto.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:35.717Z,49,00598_Revista_Colombiana_de_Educació_2024.pdf,1,0,1,FF clasica,El propio método declara búsqueda de generalización pese a cuotas y autoselección.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:35.911Z,50,00618_Revista_Colombiana_de_Tecnolog_2026.pdf,1,0,1,FF clasica,Encuesta no probabilística con modelo confirmatorio y extrapolación institucional/regional.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:36.062Z,51,00621_Revista_UIS_Ingenierías_2025.pdf,1,0,1,FF clasica,Muestra empresarial documental no probabilística/por disponibilidad con inferencia sectorial.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:36.380Z,52,00643_Tecnura_2025.pdf,1,0,1,FF clasica,Cinco casos/minas y trabajadores no seleccionados probabilísticamente sostienen conclusiones departamentales.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:36.539Z,53,00649_Tecnura_2023.pdf,1,0,1,FF clasica,Diseño de aula por conveniencia con extrapolación pedagógica fuerte.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:36.705Z,54,00655_Tropical_Grasslands-Forrajes_T_2024.pdf,1,0,1,FF clasica,Componente participativo con agricultores seleccionados intencionalmente y recomendaciones productivas generales.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:36.885Z,55,00659_Tropical_Grasslands-Forrajes_T_2023.pdf,0,0,0,Sin falla relevante,"Experimento controlado con especies/forrajes, no encuesta o muestra humana no probabilística; las recomendaciones reconocen condiciones similares.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:37.050Z,56,00673_Revista_Andina_de_Educación_2026.pdf,1,1,1,FF con reconocimiento,"El artículo reconoce que el muestreo por conveniencia afecta representatividad, pero aun así deriva recomendaciones generales.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:37.207Z,57,00674_Revista_Andina_de_Educación_2025.pdf,1,1,1,FF con reconocimiento,"Reconoce que el muestreo restringe generalización, pero mantiene implicaciones para programa y salud mental infantil.",1,1,1,FF con reconocimiento,codex_gpt
2026-04-30T15:15:37.359Z,58,00676_Revista_Andina_de_Educación_2025.pdf,0,0,1,Debilidad importante,"Hay extrapolación pedagógica, pero no falla A porque trabaja con censo de la población definida; lo clasifico como no A&C fuerte.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:37.613Z,59,00677_Revista_Andina_de_Educación_2025.pdf,1,0,1,FF clasica,El componente de campo no probabilístico se usa para sostener inferencias amplias sobre imaginarios territoriales.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:37.797Z,60,00687_Revista_Técnica_Energía_2024.pdf,1,1,1,FF con reconocimiento,"Reconoce pocos casos para T3/T4, pero generaliza a la ciudad y norma; A&C fuerte.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:37.956Z,61,00710_Espacio_y_Desarrollo_2021.pdf,1,1,1,FF con reconocimiento,Falla A&C con reconocimiento de limite: muestra no probabilistica/particular y conclusiones/recomendaciones territoriales sobre comunidades mineras.,1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:38.156Z,62,00724_Memoria_Investigaciones_en_Ing_2025.pdf,1,1,1,FF con reconocimiento,"Falla A&C con B=1: el articulo reconoce la limitacion, pero sostiene inferencia laboral/organizacional desde muestra no probabilistica.",1,1,0,Debilidad importante,codex_gpt
2026-04-30T15:15:38.337Z,63,00782_Cuestiones_de_Sociología_2026.pdf,0,0,0,Sin falla relevante,No configura A&C: base oficial y diseno muestral institucional.,0,0,1,Sin falla relevante,codex_gpt
2026-04-30T15:15:38.514Z,64,00787_Cuestiones_de_Sociología_2025.pdf,1,1,0,Debilidad importante,"Hay muestra institucional, pero no C fuerte: el articulo funciona como estudio de caso/gestion educativa.",1,0,0,Sin falla relevante,codex_gpt
2026-04-30T15:15:38.689Z,65,00819_Ecología_Austral_2023.pdf,1,0,1,FF clasica,Falla A&C: seleccion espacial no probabilistica/dirigida de hogares y extrapolacion ambiental/territorial.,1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:38.874Z,66,00820_Ecología_Austral_2023.pdf,1,0,0,Debilidad importante,"No A&C fuerte: aunque usa informantes clave no probabilisticos, el nucleo no es inferencia muestral a poblacion sino mapeo cualitativo.",1,0,1,FF clasica,codex_gpt
2026-04-30T15:15:39.063Z,67,00835_FACES_2025.pdf,1,0,1,FF clasica,Falla A&C: encuesta voluntaria a hoteles/directivos y lectura sectorial/organizacional amplia.,1,1,1,FF con reconocimiento,codex_gpt
